"num_samples","batchsize: 32 (Batchsize: partner: OBL5) - _step","batchsize: 32 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 32 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 32 (Batchsize: partner: OBL5) - score","batchsize: 32 (Batchsize: partner: OBL5) - score__MIN","batchsize: 32 (Batchsize: partner: OBL5) - score__MAX","batchsize: 64 (Batchsize: partner: OBL5) - _step","batchsize: 64 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 64 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 64 (Batchsize: partner: OBL5) - score","batchsize: 64 (Batchsize: partner: OBL5) - score__MIN","batchsize: 64 (Batchsize: partner: OBL5) - score__MAX","batchsize: 128 (Batchsize: partner: OBL5) - _step","batchsize: 128 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 128 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 128 (Batchsize: partner: OBL5) - score","batchsize: 128 (Batchsize: partner: OBL5) - score__MIN","batchsize: 128 (Batchsize: partner: OBL5) - score__MAX","batchsize: 256 (Batchsize: partner: OBL5) - _step","batchsize: 256 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 256 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 256 (Batchsize: partner: OBL5) - score","batchsize: 256 (Batchsize: partner: OBL5) - score__MIN","batchsize: 256 (Batchsize: partner: OBL5) - score__MAX","batchsize: 512 (Batchsize: partner: OBL5) - _step","batchsize: 512 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 512 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 512 (Batchsize: partner: OBL5) - score","batchsize: 512 (Batchsize: partner: OBL5) - score__MIN","batchsize: 512 (Batchsize: partner: OBL5) - score__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - _step","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - score","batchsize: 1024 (Batchsize: partner: OBL5) - score__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - score__MAX"
"5866512","965","965","965","22.672","22.672","22.672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5867963","633","633","633","23.223","23.223","23.223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5868490","","","","","","","","","","","","","","","","","","","","","","","","","189","189","189","23.059","23.059","23.059","","","","","",""
"5868901","974","974","974","22.832","22.832","22.832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5871030","","","","","","","","","","","","","","","","","","","283","283","283","22.675","22.675","22.675","","","","","","","","","","","",""
"5872261","966","966","966","22.772","22.772","22.772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5872302","","","","","","","","","","","","","426","426","426","22.902","22.902","22.902","","","","","","","","","","","","","","","","","",""
"5872512","","","","","","","727","727","727","22.744","22.744","22.744","","","","","","","","","","","","","","","","","","","","","","","",""
"5873357","","","","","","","","","","","","","422","422","422","22.749","22.749","22.749","","","","","","","","","","","","","","","","","",""
"5873461","","","","","","","747","747","747","22.753","22.753","22.753","","","","","","","","","","","","","","","","","","","","","","","",""
"5873993","","","","","","","","","","","","","438","438","438","22.821","22.821","22.821","","","","","","","","","","","","","","","","","",""
"5874079","","","","","","","725","725","725","22.465","22.465","22.465","","","","","","","","","","","","","","","","","","","","","","","",""
"5874256","","","","","","","","","","","","","428","428","428","22.722","22.722","22.722","","","","","","","","","","","","","","","","","",""
"5875138","975","975","975","22.803","22.803","22.803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5876430","","","","","","","","","","","","","441","441","441","22.693","22.693","22.693","","","","","","","","","","","","","","","","","",""
"5876947","634","634","634","23.199","23.199","23.199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5878127","967","967","967","22.838","22.838","22.838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5879082","","","","","","","","","","","","","433","433","433","22.661","22.661","22.661","","","","","","","","","","","","","","","","","",""
"5879363","","","","","","","","","","","","","","","","","","","","","","","","","139","139","139","22.797","22.797","22.797","","","","","",""
"5879977","","","","","","","","","","","","","438","438","438","22.884","22.884","22.884","","","","","","","","","","","","","","","","","",""
"5880380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","120","120","22.819","22.819","22.819"
"5880938","","","","","","","728","728","728","22.707","22.707","22.707","","","","","","","","","","","","","","","","","","","","","","","",""
"5881250","","","","","","","748","748","748","22.667","22.667","22.667","","","","","","","","","","","","","","","","","","","","","","","",""
"5881265","","","","","","","","","","","","","","","","","","","267","267","267","23.055","23.055","23.055","","","","","","","","","","","",""
"5881340","976","976","976","22.929","22.929","22.929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5882420","","","","","","","726","726","726","22.813","22.813","22.813","","","","","","","","","","","","","","","","","","","","","","","",""
"5884037","968","968","968","22.77","22.77","22.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5886138","","","","","","","","","","","","","427","427","427","22.883","22.883","22.883","","","","","","","","","","","","","","","","","",""
"5886425","635","635","635","22.974","22.974","22.974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5887301","","","","","","","","","","","","","423","423","423","22.795","22.795","22.795","","","","","","","","","","","","","","","","","",""
"5887572","","","","","","","","","","","","","439","439","439","22.737","22.737","22.737","","","","","","","","","","","","","","","","","",""
"5888018","977","977","977","22.491","22.491","22.491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5888234","","","","","","","","","","","","","429","429","429","23.017","23.017","23.017","","","","","","","","","","","","","","","","","",""
"5888826","","","","","","","729","729","729","22.723","22.723","22.723","","","","","","","","","","","","","","","","","","","","","","","",""
"5889212","","","","","","","749","749","749","22.599","22.599","22.599","","","","","","","","","","","","","","","","","","","","","","","",""
"5889594","","","","","","","","","","","","","442","442","442","22.77","22.77","22.77","","","","","","","","","","","","","","","","","",""
"5890348","969","969","969","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5890531","","","","","","","727","727","727","22.996","22.996","22.996","","","","","","","","","","","","","","","","","","","","","","","",""
"5893352","","","","","","","","","","","","","439","439","439","22.634","22.634","22.634","","","","","","","","","","","","","","","","","",""
"5893460","","","","","","","","","","","","","434","434","434","22.818","22.818","22.818","","","","","","","","","","","","","","","","","",""
"5894328","978","978","978","22.88","22.88","22.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5894995","","","","","","","","","","","","","","","","","","","284","284","284","22.674","22.674","22.674","","","","","","","","","","","",""
"5895942","","","","","","","","","","","","","","","","","","","227","227","227","22.933","22.933","22.933","","","","","","","","","","","",""
"5896132","636","636","636","23.046","23.046","23.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5896441","970","970","970","23.078","23.078","23.078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5897004","","","","","","","730","730","730","22.708","22.708","22.708","","","","","","","","","","","","","","","","","","","","","","","",""
"5897183","","","","","","","750","750","750","22.644","22.644","22.644","","","","","","","","","","","","","","","","","","","","","","","",""
"5898821","","","","","","","728","728","728","22.815","22.815","22.815","","","","","","","","","","","","","","","","","","","","","","","",""
"5900300","979","979","979","22.684","22.684","22.684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5900393","","","","","","","","","","","","","428","428","428","22.84","22.84","22.84","","","","","","","","","","","","","","","","","",""
"5900625","","","","","","","","","","","","","","","","","","","","","","","","","190","190","190","22.964","22.964","22.964","","","","","",""
"5900669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","22.525","22.525","22.525"
"5900945","","","","","","","","","","","","","440","440","440","23.028","23.028","23.028","","","","","","","","","","","","","","","","","",""
"5901432","","","","","","","","","","","","","424","424","424","23.022","23.022","23.022","","","","","","","","","","","","","","","","","",""
"5902268","","","","","","","","","","","","","430","430","430","23.056","23.056","23.056","","","","","","","","","","","","","","","","","",""
"5902923","","","","","","","","","","","","","443","443","443","22.473","22.473","22.473","","","","","","","","","","","","","","","","","",""
"5902934","971","971","971","22.909","22.909","22.909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5903059","","","","","","","","","","","","","","","","","","","268","268","268","22.86","22.86","22.86","","","","","","","","","","","",""
"5904610","","","","","","","751","751","751","22.766","22.766","22.766","","","","","","","","","","","","","","","","","","","","","","","",""
"5905053","637","637","637","23.031","23.031","23.031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5905237","","","","","","","731","731","731","22.802","22.802","22.802","","","","","","","","","","","","","","","","","","","","","","","",""
"5905318","","","","","","","","","","","","","","","","","","","","","","","","","129","129","129","22.795","22.795","22.795","","","","","",""
"5906487","980","980","980","22.913","22.913","22.913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5907226","","","","","","","729","729","729","22.862","22.862","22.862","","","","","","","","","","","","","","","","","","","","","","","",""
"5907769","","","","","","","","","","","","","440","440","440","22.811","22.811","22.811","","","","","","","","","","","","","","","","","",""
"5907799","","","","","","","","","","","","","435","435","435","22.862","22.862","22.862","","","","","","","","","","","","","","","","","",""
"5908701","972","972","972","22.961","22.961","22.961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5912307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","22.573","22.573","22.573"
"5912325","981","981","981","22.875","22.875","22.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5912328","","","","","","","752","752","752","22.506","22.506","22.506","","","","","","","","","","","","","","","","","","","","","","","",""
"5913162","","","","","","","732","732","732","22.652","22.652","22.652","","","","","","","","","","","","","","","","","","","","","","","",""
"5914347","638","638","638","23.083","23.083","23.083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5914614","","","","","","","","","","","","","441","441","441","22.63","22.63","22.63","","","","","","","","","","","","","","","","","",""
"5914931","973","973","973","22.732","22.732","22.732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5914970","","","","","","","","","","","","","429","429","429","22.83","22.83","22.83","","","","","","","","","","","","","","","","","",""
"5915511","","","","","","","","","","","","","425","425","425","22.95","22.95","22.95","","","","","","","","","","","","","","","","","",""
"5915680","","","","","","","","","","","","","431","431","431","22.886","22.886","22.886","","","","","","","","","","","","","","","","","",""
"5916050","","","","","","","730","730","730","22.368","22.368","22.368","","","","","","","","","","","","","","","","","","","","","","","",""
"5916247","","","","","","","","","","","","","444","444","444","22.669","22.669","22.669","","","","","","","","","","","","","","","","","",""
"5918354","982","982","982","22.816","22.816","22.816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5918565","","","","","","","","","","","","","","","","","","","285","285","285","22.795","22.795","22.795","","","","","","","","","","","",""
"5920608","","","","","","","753","753","753","22.759","22.759","22.759","","","","","","","","","","","","","","","","","","","","","","","",""
"5920981","974","974","974","22.948","22.948","22.948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5921510","","","","","","","","","","","","","436","436","436","22.621","22.621","22.621","","","","","","","","","","","","","","","","","",""
"5921526","","","","","","","733","733","733","22.633","22.633","22.633","","","","","","","","","","","","","","","","","","","","","","","",""
"5921592","","","","","","","","","","","","","441","441","441","22.787","22.787","22.787","","","","","","","","","","","","","","","","","",""
"5922214","","","","","","","","","","","","","","","","","","","","","","","","","140","140","140","22.869","22.869","22.869","","","","","",""
"5923737","639","639","639","22.99","22.99","22.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5924039","983","983","983","22.827","22.827","22.827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5924163","","","","","","","731","731","731","22.829","22.829","22.829","","","","","","","","","","","","","","","","","","","","","","","",""
"5925749","","","","","","","","","","","","","","","","","","","228","228","228","22.783","22.783","22.783","","","","","","","","","","","",""
"5926221","","","","","","","","","","","","","","","","","","","269","269","269","22.89","22.89","22.89","","","","","","","","","","","",""
"5926806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","121","121","22.869","22.869","22.869"
"5926926","975","975","975","22.992","22.992","22.992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5927903","","","","","","","754","754","754","22.875","22.875","22.875","","","","","","","","","","","","","","","","","","","","","","","",""
"5928202","","","","","","","","","","","","","442","442","442","22.449","22.449","22.449","","","","","","","","","","","","","","","","","",""
"5928797","","","","","","","","","","","","","430","430","430","22.915","22.915","22.915","","","","","","","","","","","","","","","","","",""
"5929317","","","","","","","","","","","","","426","426","426","22.711","22.711","22.711","","","","","","","","","","","","","","","","","",""
"5929435","","","","","","","","","","","","","445","445","445","22.659","22.659","22.659","","","","","","","","","","","","","","","","","",""
"5929689","","","","","","","","","","","","","432","432","432","22.496","22.496","22.496","","","","","","","","","","","","","","","","","",""
"5930143","","","","","","","734","734","734","22.63","22.63","22.63","","","","","","","","","","","","","","","","","","","","","","","",""
"5930243","984","984","984","22.795","22.795","22.795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5932418","","","","","","","","","","","","","","","","","","","","","","","","","191","191","191","23.05","23.05","23.05","","","","","",""
"5932515","","","","","","","732","732","732","23.006","23.006","23.006","","","","","","","","","","","","","","","","","","","","","","","",""
"5932802","976","976","976","22.712","22.712","22.712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5933037","640","640","640","23.019","23.019","23.019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5935500","","","","","","","","","","","","","442","442","442","22.861","22.861","22.861","","","","","","","","","","","","","","","","","",""
"5935631","","","","","","","","","","","","","437","437","437","22.621","22.621","22.621","","","","","","","","","","","","","","","","","",""
"5936269","","","","","","","755","755","755","22.613","22.613","22.613","","","","","","","","","","","","","","","","","","","","","","","",""
"5936490","985","985","985","22.792","22.792","22.792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5937937","","","","","","","735","735","735","22.675","22.675","22.675","","","","","","","","","","","","","","","","","","","","","","","",""
"5938706","977","977","977","22.67","22.67","22.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5939457","","","","","","","","","","","","","","","","","","","286","286","286","22.895","22.895","22.895","","","","","","","","","","","",""
"5940807","","","","","","","733","733","733","22.925","22.925","22.925","","","","","","","","","","","","","","","","","","","","","","","",""
"5941398","","","","","","","","","","","","","443","443","443","22.421","22.421","22.421","","","","","","","","","","","","","","","","","",""
"5942485","986","986","986","22.727","22.727","22.727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5942556","","","","","","","","","","","","","431","431","431","22.826","22.826","22.826","","","","","","","","","","","","","","","","","",""
"5942589","641","641","641","22.762","22.762","22.762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5942821","","","","","","","","","","","","","446","446","446","22.888","22.888","22.888","","","","","","","","","","","","","","","","","",""
"5943567","","","","","","","","","","","","","433","433","433","22.669","22.669","22.669","","","","","","","","","","","","","","","","","",""
"5943731","","","","","","","","","","","","","427","427","427","22.797","22.797","22.797","","","","","","","","","","","","","","","","","",""
"5943884","","","","","","","756","756","756","22.833","22.833","22.833","","","","","","","","","","","","","","","","","","","","","","","",""
"5945337","978","978","978","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5945907","","","","","","","736","736","736","22.7","22.7","22.7","","","","","","","","","","","","","","","","","","","","","","","",""
"5946709","","","","","","","","","","","","","","","","","","","270","270","270","22.821","22.821","22.821","","","","","","","","","","","",""
"5948915","","","","","","","734","734","734","22.879","22.879","22.879","","","","","","","","","","","","","","","","","","","","","","","",""
"5948916","987","987","987","22.92","22.92","22.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5949419","","","","","","","","","","","","","","","","","","","","","","","","","130","130","130","22.924","22.924","22.924","","","","","",""
"5949505","","","","","","","","","","","","","438","438","438","22.909","22.909","22.909","","","","","","","","","","","","","","","","","",""
"5949707","","","","","","","","","","","","","443","443","443","22.607","22.607","22.607","","","","","","","","","","","","","","","","","",""
"5950941","979","979","979","22.627","22.627","22.627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5951713","642","642","642","22.896","22.896","22.896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5951850","","","","","","","757","757","757","22.83","22.83","22.83","","","","","","","","","","","","","","","","","","","","","","","",""
"5952645","","","","","","","","","","","","","","","","","","","229","229","229","22.978","22.978","22.978","","","","","","","","","","","",""
"5954379","","","","","","","737","737","737","22.688","22.688","22.688","","","","","","","","","","","","","","","","","","","","","","","",""
"5954727","","","","","","","","","","","","","444","444","444","22.86","22.86","22.86","","","","","","","","","","","","","","","","","",""
"5954885","988","988","988","22.685","22.685","22.685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5956271","","","","","","","","","","","","","447","447","447","22.844","22.844","22.844","","","","","","","","","","","","","","","","","",""
"5956660","980","980","980","22.954","22.954","22.954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5956955","","","","","","","","","","","","","432","432","432","22.954","22.954","22.954","","","","","","","","","","","","","","","","","",""
"5957128","","","","","","","735","735","735","22.736","22.736","22.736","","","","","","","","","","","","","","","","","","","","","","","",""
"5957571","","","","","","","","","","","","","434","434","434","22.899","22.899","22.899","","","","","","","","","","","","","","","","","",""
"5957922","","","","","","","","","","","","","428","428","428","22.733","22.733","22.733","","","","","","","","","","","","","","","","","",""
"5959925","","","","","","","758","758","758","22.747","22.747","22.747","","","","","","","","","","","","","","","","","","","","","","","",""
"5960682","643","643","643","23.075","23.075","23.075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5961265","989","989","989","22.634","22.634","22.634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5962703","981","981","981","22.982","22.982","22.982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5962817","","","","","","","","","","","","","","","","","","","287","287","287","22.936","22.936","22.936","","","","","","","","","","","",""
"5963011","","","","","","","738","738","738","22.748","22.748","22.748","","","","","","","","","","","","","","","","","","","","","","","",""
"5963353","","","","","","","","","","","","","439","439","439","22.612","22.612","22.612","","","","","","","","","","","","","","","","","",""
"5963784","","","","","","","","","","","","","","","","","","","","","","","","","192","192","192","22.701","22.701","22.701","","","","","",""
"5963933","","","","","","","","","","","","","444","444","444","22.766","22.766","22.766","","","","","","","","","","","","","","","","","",""
"5964823","","","","","","","","","","","","","","","","","","","","","","","","","141","141","141","22.964","22.964","22.964","","","","","",""
"5965635","","","","","","","736","736","736","22.881","22.881","22.881","","","","","","","","","","","","","","","","","","","","","","","",""
"5967069","990","990","990","23.1","23.1","23.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5967617","","","","","","","","","","","","","","","","","","","271","271","271","22.834","22.834","22.834","","","","","","","","","","","",""
"5967635","","","","","","","","","","","","","445","445","445","22.764","22.764","22.764","","","","","","","","","","","","","","","","","",""
"5967855","","","","","","","759","759","759","22.793","22.793","22.793","","","","","","","","","","","","","","","","","","","","","","","",""
"5969130","982","982","982","22.693","22.693","22.693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5969529","","","","","","","","","","","","","448","448","448","22.751","22.751","22.751","","","","","","","","","","","","","","","","","",""
"5969659","644","644","644","23.228","23.228","23.228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5971177","","","","","","","","","","","","","435","435","435","22.778","22.778","22.778","","","","","","","","","","","","","","","","","",""
"5971344","","","","","","","","","","","","","433","433","433","23.042","23.042","23.042","","","","","","","","","","","","","","","","","",""
"5971378","","","","","","","","","","","","","429","429","429","22.769","22.769","22.769","","","","","","","","","","","","","","","","","",""
"5971760","","","","","","","739","739","739","22.561","22.561","22.561","","","","","","","","","","","","","","","","","","","","","","","",""
"5973640","991","991","991","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5973867","","","","","","","737","737","737","22.688","22.688","22.688","","","","","","","","","","","","","","","","","","","","","","","",""
"5973892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","122","122","22.764","22.764","22.764"
"5975216","983","983","983","22.851","22.851","22.851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5976023","","","","","","","760","760","760","23.019","23.019","23.019","","","","","","","","","","","","","","","","","","","","","","","",""
"5976822","","","","","","","","","","","","","445","445","445","22.708","22.708","22.708","","","","","","","","","","","","","","","","","",""
"5977122","","","","","","","","","","","","","440","440","440","22.854","22.854","22.854","","","","","","","","","","","","","","","","","",""
"5979287","645","645","645","23.111","23.111","23.111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5979647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","22.968","22.968","22.968"
"5979649","992","992","992","22.814","22.814","22.814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5980240","","","","","","","740","740","740","22.719","22.719","22.719","","","","","","","","","","","","","","","","","","","","","","","",""
"5980445","","","","","","","","","","","","","","","","","","","230","230","230","22.946","22.946","22.946","","","","","","","","","","","",""
"5981337","","","","","","","","","","","","","446","446","446","22.945","22.945","22.945","","","","","","","","","","","","","","","","","",""
"5981596","984","984","984","23.002","23.002","23.002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5982388","","","","","","","738","738","738","22.735","22.735","22.735","","","","","","","","","","","","","","","","","","","","","","","",""
"5983054","","","","","","","","","","","","","449","449","449","22.904","22.904","22.904","","","","","","","","","","","","","","","","","",""
"5984286","","","","","","","761","761","761","22.66","22.66","22.66","","","","","","","","","","","","","","","","","","","","","","","",""
"5984591","","","","","","","","","","","","","","","","","","","288","288","288","22.95","22.95","22.95","","","","","","","","","","","",""
"5985345","","","","","","","","","","","","","436","436","436","22.991","22.991","22.991","","","","","","","","","","","","","","","","","",""
"5985540","","","","","","","","","","","","","430","430","430","22.862","22.862","22.862","","","","","","","","","","","","","","","","","",""
"5985611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","22.571","22.571","22.571"
"5985662","","","","","","","","","","","","","434","434","434","23.009","23.009","23.009","","","","","","","","","","","","","","","","","",""
"5986059","993","993","993","22.818","22.818","22.818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5987821","985","985","985","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5987980","","","","","","","741","741","741","22.913","22.913","22.913","","","","","","","","","","","","","","","","","","","","","","","",""
"5988634","646","646","646","23.131","23.131","23.131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5989829","","","","","","","","","","","","","446","446","446","22.708","22.708","22.708","","","","","","","","","","","","","","","","","",""
"5990599","","","","","","","","","","","","","441","441","441","22.936","22.936","22.936","","","","","","","","","","","","","","","","","",""
"5990602","","","","","","","739","739","739","22.548","22.548","22.548","","","","","","","","","","","","","","","","","","","","","","","",""
"5991057","","","","","","","","","","","","","","","","","","","272","272","272","22.923","22.923","22.923","","","","","","","","","","","",""
"5991840","994","994","994","22.892","22.892","22.892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5991907","","","","","","","762","762","762","22.752","22.752","22.752","","","","","","","","","","","","","","","","","","","","","","","",""
"5993831","986","986","986","22.732","22.732","22.732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5994397","","","","","","","","","","","","","","","","","","","","","","","","","131","131","131","22.837","22.837","22.837","","","","","",""
"5995143","","","","","","","","","","","","","447","447","447","22.74","22.74","22.74","","","","","","","","","","","","","","","","","",""
"5995520","","","","","","","","","","","","","","","","","","","","","","","","","193","193","193","22.648","22.648","22.648","","","","","",""
"5995828","","","","","","","742","742","742","22.614","22.614","22.614","","","","","","","","","","","","","","","","","","","","","","","",""
"5996585","","","","","","","","","","","","","450","450","450","22.646","22.646","22.646","","","","","","","","","","","","","","","","","",""
"5997828","995","995","995","22.693","22.693","22.693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5997972","647","647","647","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5998757","","","","","","","740","740","740","22.733","22.733","22.733","","","","","","","","","","","","","","","","","","","","","","","",""
"5998956","","","","","","","","","","","","","437","437","437","22.85","22.85","22.85","","","","","","","","","","","","","","","","","",""
"5999318","","","","","","","","","","","","","431","431","431","22.824","22.824","22.824","","","","","","","","","","","","","","","","","",""
"5999785","","","","","","","763","763","763","22.553","22.553","22.553","","","","","","","","","","","","","","","","","","","","","","","",""
"6000108","987","987","987","22.66","22.66","22.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6000341","","","","","","","","","","","","","435","435","435","22.874","22.874","22.874","","","","","","","","","","","","","","","","","",""
"6003383","","","","","","","","","","","","","447","447","447","23","23","23","","","","","","","","","","","","","","","","","",""
"6003827","","","","","","","","","","","","","442","442","442","22.76","22.76","22.76","","","","","","","","","","","","","","","","","",""
"6003976","996","996","996","22.929","22.929","22.929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6004155","","","","","","","743","743","743","22.507","22.507","22.507","","","","","","","","","","","","","","","","","","","","","","","",""
"6006251","988","988","988","22.889","22.889","22.889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6006466","","","","","","","741","741","741","22.594","22.594","22.594","","","","","","","","","","","","","","","","","","","","","","","",""
"6007093","648","648","648","23.307","23.307","23.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6007210","","","","","","","","","","","","","","","","","","","231","231","231","22.988","22.988","22.988","","","","","","","","","","","",""
"6007955","","","","","","","","","","","","","","","","","","","","","","","","","142","142","142","22.833","22.833","22.833","","","","","",""
"6008048","","","","","","","","","","","","","","","","","","","289","289","289","22.694","22.694","22.694","","","","","","","","","","","",""
"6008157","","","","","","","764","764","764","22.711","22.711","22.711","","","","","","","","","","","","","","","","","","","","","","","",""
"6008922","","","","","","","","","","","","","448","448","448","22.758","22.758","22.758","","","","","","","","","","","","","","","","","",""
"6009983","","","","","","","","","","","","","451","451","451","22.834","22.834","22.834","","","","","","","","","","","","","","","","","",""
"6010684","997","997","997","22.812","22.812","22.812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6011822","","","","","","","","","","","","","","","","","","","273","273","273","23","23","23","","","","","","","","","","","",""
"6012787","","","","","","","","","","","","","438","438","438","23.002","23.002","23.002","","","","","","","","","","","","","","","","","",""
"6012885","","","","","","","744","744","744","22.819","22.819","22.819","","","","","","","","","","","","","","","","","","","","","","","",""
"6012913","989","989","989","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6013062","","","","","","","","","","","","","432","432","432","22.845","22.845","22.845","","","","","","","","","","","","","","","","","",""
"6014609","","","","","","","","","","","","","436","436","436","22.968","22.968","22.968","","","","","","","","","","","","","","","","","",""
"6014656","","","","","","","742","742","742","22.861","22.861","22.861","","","","","","","","","","","","","","","","","","","","","","","",""
"6015961","649","649","649","22.977","22.977","22.977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6016136","","","","","","","765","765","765","22.596","22.596","22.596","","","","","","","","","","","","","","","","","","","","","","","",""
"6016930","998","998","998","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6017155","","","","","","","","","","","","","443","443","443","22.907","22.907","22.907","","","","","","","","","","","","","","","","","",""
"6017263","","","","","","","","","","","","","448","448","448","23.013","23.013","23.013","","","","","","","","","","","","","","","","","",""
"6019249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","123","123","22.795","22.795","22.795"
"6019463","990","990","990","22.91","22.91","22.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
