"num_samples","batchsize: 32 (Batchsize: partner: OBL5) - _step","batchsize: 32 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 32 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 32 (Batchsize: partner: OBL5) - score","batchsize: 32 (Batchsize: partner: OBL5) - score__MIN","batchsize: 32 (Batchsize: partner: OBL5) - score__MAX","batchsize: 64 (Batchsize: partner: OBL5) - _step","batchsize: 64 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 64 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 64 (Batchsize: partner: OBL5) - score","batchsize: 64 (Batchsize: partner: OBL5) - score__MIN","batchsize: 64 (Batchsize: partner: OBL5) - score__MAX","batchsize: 128 (Batchsize: partner: OBL5) - _step","batchsize: 128 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 128 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 128 (Batchsize: partner: OBL5) - score","batchsize: 128 (Batchsize: partner: OBL5) - score__MIN","batchsize: 128 (Batchsize: partner: OBL5) - score__MAX","batchsize: 256 (Batchsize: partner: OBL5) - _step","batchsize: 256 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 256 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 256 (Batchsize: partner: OBL5) - score","batchsize: 256 (Batchsize: partner: OBL5) - score__MIN","batchsize: 256 (Batchsize: partner: OBL5) - score__MAX","batchsize: 512 (Batchsize: partner: OBL5) - _step","batchsize: 512 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 512 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 512 (Batchsize: partner: OBL5) - score","batchsize: 512 (Batchsize: partner: OBL5) - score__MIN","batchsize: 512 (Batchsize: partner: OBL5) - score__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - _step","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - score","batchsize: 1024 (Batchsize: partner: OBL5) - score__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - score__MAX"
"3298996","","","","","","","","","","","","","337","337","337","22.24","22.24","22.24","","","","","","","","","","","","","","","","","",""
"3300033","542","542","542","22.404","22.404","22.404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3300659","","","","","","","419","419","419","22.239","22.239","22.239","","","","","","","","","","","","","","","","","","","","","","","",""
"3300697","546","546","546","22.499","22.499","22.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3301007","358","358","358","22.851","22.851","22.851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3301748","","","","","","","413","413","413","22.216","22.216","22.216","","","","","","","","","","","","","","","","","","","","","","","",""
"3303070","","","","","","","","","","","","","249","249","249","22.44","22.44","22.44","","","","","","","","","","","","","","","","","",""
"3303864","","","","","","","","","","","","","243","243","243","22.473","22.473","22.473","","","","","","","","","","","","","","","","","",""
"3304388","","","","","","","407","407","407","22.314","22.314","22.314","","","","","","","","","","","","","","","","","","","","","","","",""
"3305180","","","","","","","","","","","","","","","","","","","165","165","165","22.312","22.312","22.312","","","","","","","","","","","",""
"3305674","","","","","","","","","","","","","244","244","244","22.692","22.692","22.692","","","","","","","","","","","","","","","","","",""
"3305703","543","543","543","22.583","22.583","22.583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3305777","","","","","","","","","","","","","246","246","246","22.496","22.496","22.496","","","","","","","","","","","","","","","","","",""
"3306404","547","547","547","22.214","22.214","22.214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3306976","","","","","","","","","","","","","248","248","248","22.716","22.716","22.716","","","","","","","","","","","","","","","","","",""
"3308042","","","","","","","","","","","","","","","","","","","128","128","128","22.384","22.384","22.384","","","","","","","","","","","",""
"3308589","","","","","","","","","","","","","240","240","240","22.289","22.289","22.289","","","","","","","","","","","","","","","","","",""
"3308809","","","","","","","420","420","420","22.409","22.409","22.409","","","","","","","","","","","","","","","","","","","","","","","",""
"3309130","","","","","","","","","","","","","338","338","338","22.205","22.205","22.205","","","","","","","","","","","","","","","","","",""
"3309791","","","","","","","414","414","414","22.278","22.278","22.278","","","","","","","","","","","","","","","","","","","","","","","",""
"3310261","","","","","","","","","","","","","","","","","","","","","","","","","107","107","107","22.362","22.362","22.362","","","","","",""
"3310296","359","359","359","22.517","22.517","22.517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3310627","","","","","","","","","","","","","250","250","250","22.452","22.452","22.452","","","","","","","","","","","","","","","","","",""
"3311652","544","544","544","22.743","22.743","22.743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3312228","","","","","","","","","","","","","","","","","","","148","148","148","22.631","22.631","22.631","","","","","","","","","","","",""
"3312653","548","548","548","22.718","22.718","22.718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3312712","","","","","","","408","408","408","22.4","22.4","22.4","","","","","","","","","","","","","","","","","","","","","","","",""
"3316301","","","","","","","","","","","","","250","250","250","22.514","22.514","22.514","","","","","","","","","","","","","","","","","",""
"3316743","","","","","","","421","421","421","22.504","22.504","22.504","","","","","","","","","","","","","","","","","","","","","","","",""
"3317733","","","","","","","415","415","415","22.465","22.465","22.465","","","","","","","","","","","","","","","","","","","","","","","",""
"3318056","545","545","545","22.475","22.475","22.475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3318272","","","","","","","","","","","","","244","244","244","22.606","22.606","22.606","","","","","","","","","","","","","","","","","",""
"3318751","549","549","549","22.61","22.61","22.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3319363","","","","","","","","","","","","","245","245","245","22.666","22.666","22.666","","","","","","","","","","","","","","","","","",""
"3319635","","","","","","","","","","","","","339","339","339","22.255","22.255","22.255","","","","","","","","","","","","","","","","","",""
"3319750","360","360","360","22.886","22.886","22.886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3319774","","","","","","","","","","","","","247","247","247","22.501","22.501","22.501","","","","","","","","","","","","","","","","","",""
"3320390","","","","","","","","","","","","","249","249","249","22.387","22.387","22.387","","","","","","","","","","","","","","","","","",""
"3320889","","","","","","","409","409","409","22.324","22.324","22.324","","","","","","","","","","","","","","","","","","","","","","","",""
"3322322","","","","","","","","","","","","","241","241","241","22.466","22.466","22.466","","","","","","","","","","","","","","","","","",""
"3323956","546","546","546","22.457","22.457","22.457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3324339","","","","","","","422","422","422","22.286","22.286","22.286","","","","","","","","","","","","","","","","","","","","","","","",""
"3324688","","","","","","","","","","","","","251","251","251","22.545","22.545","22.545","","","","","","","","","","","","","","","","","",""
"3325216","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","22.201","22.201","22.201","","","","","",""
"3325226","550","550","550","22.605","22.605","22.605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3325847","","","","","","","416","416","416","22.768","22.768","22.768","","","","","","","","","","","","","","","","","","","","","","","",""
"3326399","","","","","","","","","","","","","","","","","","","166","166","166","22.658","22.658","22.658","","","","","","","","","","","",""
"3328859","361","361","361","22.667","22.667","22.667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3329140","","","","","","","410","410","410","22.469","22.469","22.469","","","","","","","","","","","","","","","","","","","","","","","",""
"3329865","","","","","","","","","","","","","340","340","340","22.263","22.263","22.263","","","","","","","","","","","","","","","","","",""
"3329881","","","","","","","","","","","","","251","251","251","22.554","22.554","22.554","","","","","","","","","","","","","","","","","",""
"3330139","547","547","547","22.596","22.596","22.596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3331231","551","551","551","22.79","22.79","22.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3331730","","","","","","","","","","","","","","","","","","","149","149","149","22.454","22.454","22.454","","","","","","","","","","","",""
"3332147","","","","","","","423","423","423","22.346","22.346","22.346","","","","","","","","","","","","","","","","","","","","","","","",""
"3332200","","","","","","","","","","","","","245","245","245","22.481","22.481","22.481","","","","","","","","","","","","","","","","","",""
"3332694","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","22.458","22.458","22.458","","","","","",""
"3333077","","","","","","","","","","","","","246","246","246","22.758","22.758","22.758","","","","","","","","","","","","","","","","","",""
"3333495","","","","","","","417","417","417","22.303","22.303","22.303","","","","","","","","","","","","","","","","","","","","","","","",""
"3333592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","22.081","22.081","22.081"
"3333740","","","","","","","","","","","","","248","248","248","22.707","22.707","22.707","","","","","","","","","","","","","","","","","",""
"3333759","","","","","","","","","","","","","250","250","250","22.479","22.479","22.479","","","","","","","","","","","","","","","","","",""
"3334080","","","","","","","","","","","","","","","","","","","129","129","129","22.516","22.516","22.516","","","","","","","","","","","",""
"3335892","","","","","","","","","","","","","242","242","242","22.442","22.442","22.442","","","","","","","","","","","","","","","","","",""
"3336055","548","548","548","22.686","22.686","22.686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3337484","","","","","","","411","411","411","22.343","22.343","22.343","","","","","","","","","","","","","","","","","","","","","","","",""
"3337525","552","552","552","22.482","22.482","22.482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3337622","","","","","","","","","","","","","252","252","252","22.588","22.588","22.588","","","","","","","","","","","","","","","","","",""
"3338121","362","362","362","22.883","22.883","22.883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3339952","","","","","","","","","","","","","","","","","","","","","","","","","108","108","108","22.398","22.398","22.398","","","","","",""
"3340091","","","","","","","","","","","","","341","341","341","22.149","22.149","22.149","","","","","","","","","","","","","","","","","",""
"3340168","","","","","","","424","424","424","22.521","22.521","22.521","","","","","","","","","","","","","","","","","","","","","","","",""
"3342025","","","","","","","418","418","418","22.345","22.345","22.345","","","","","","","","","","","","","","","","","","","","","","","",""
"3342223","549","549","549","22.586","22.586","22.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3343218","553","553","553","22.655","22.655","22.655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3343259","","","","","","","","","","","","","252","252","252","22.822","22.822","22.822","","","","","","","","","","","","","","","","","",""
"3345465","","","","","","","412","412","412","22.663","22.663","22.663","","","","","","","","","","","","","","","","","","","","","","","",""
"3345664","","","","","","","","","","","","","246","246","246","22.534","22.534","22.534","","","","","","","","","","","","","","","","","",""
"3346811","","","","","","","","","","","","","247","247","247","22.511","22.511","22.511","","","","","","","","","","","","","","","","","",""
"3347122","","","","","","","","","","","","","251","251","251","22.327","22.327","22.327","","","","","","","","","","","","","","","","","",""
"3347480","","","","","","","","","","","","","249","249","249","22.57","22.57","22.57","","","","","","","","","","","","","","","","","",""
"3347526","363","363","363","22.787","22.787","22.787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3347911","550","550","550","22.338","22.338","22.338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3348507","","","","","","","425","425","425","22.191","22.191","22.191","","","","","","","","","","","","","","","","","","","","","","","",""
"3349347","554","554","554","22.784","22.784","22.784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3349788","","","","","","","","","","","","","243","243","243","22.646","22.646","22.646","","","","","","","","","","","","","","","","","",""
"3350119","","","","","","","","","","","","","342","342","342","22.342","22.342","22.342","","","","","","","","","","","","","","","","","",""
"3350164","","","","","","","","","","","","","","","","","","","167","167","167","22.356","22.356","22.356","","","","","","","","","","","",""
"3350458","","","","","","","419","419","419","22.498","22.498","22.498","","","","","","","","","","","","","","","","","","","","","","","",""
"3351060","","","","","","","","","","","","","253","253","253","22.746","22.746","22.746","","","","","","","","","","","","","","","","","",""
"3353721","","","","","","","413","413","413","22.546","22.546","22.546","","","","","","","","","","","","","","","","","","","","","","","",""
"3353936","551","551","551","22.505","22.505","22.505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3355124","","","","","","","","","","","","","","","","","","","150","150","150","22.597","22.597","22.597","","","","","","","","","","","",""
"3355707","555","555","555","22.724","22.724","22.724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3356544","","","","","","","426","426","426","22.349","22.349","22.349","","","","","","","","","","","","","","","","","","","","","","","",""
"3356789","364","364","364","22.595","22.595","22.595","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3356831","","","","","","","","","","","","","253","253","253","22.716","22.716","22.716","","","","","","","","","","","","","","","","","",""
"3358024","","","","","","","","","","","","","","","","","","","130","130","130","22.525","22.525","22.525","","","","","","","","","","","",""
"3358403","","","","","","","420","420","420","22.172","22.172","22.172","","","","","","","","","","","","","","","","","","","","","","","",""
"3359576","","","","","","","","","","","","","247","247","247","22.568","22.568","22.568","","","","","","","","","","","","","","","","","",""
"3360193","552","552","552","22.554","22.554","22.554","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3360584","","","","","","","","","","","","","343","343","343","22.508","22.508","22.508","","","","","","","","","","","","","","","","","",""
"3360700","","","","","","","","","","","","","252","252","252","22.573","22.573","22.573","","","","","","","","","","","","","","","","","",""
"3360912","","","","","","","","","","","","","250","250","250","22.358","22.358","22.358","","","","","","","","","","","","","","","","","",""
"3361033","","","","","","","","","","","","","248","248","248","22.465","22.465","22.465","","","","","","","","","","","","","","","","","",""
"3361601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","22.087","22.087","22.087"
"3362079","556","556","556","22.391","22.391","22.391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3362510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","21.948","21.948","21.948"
"3362627","","","","","","","414","414","414","22.754","22.754","22.754","","","","","","","","","","","","","","","","","","","","","","","",""
"3362759","","","","","","","","","","","","","244","244","244","22.655","22.655","22.655","","","","","","","","","","","","","","","","","",""
"3364395","","","","","","","","","","","","","254","254","254","22.805","22.805","22.805","","","","","","","","","","","","","","","","","",""
"3364699","","","","","","","427","427","427","22.424","22.424","22.424","","","","","","","","","","","","","","","","","","","","","","","",""
"3366059","365","365","365","22.882","22.882","22.882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3366165","","","","","","","421","421","421","22.259","22.259","22.259","","","","","","","","","","","","","","","","","","","","","","","",""
"3366911","553","553","553","22.525","22.525","22.525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3367035","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","22.42","22.42","22.42","","","","","",""
"3367902","557","557","557","22.636","22.636","22.636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3368378","","","","","","","","","","","","","","","","","","","168","168","168","22.538","22.538","22.538","","","","","","","","","","","",""
"3369864","","","","","","","","","","","","","254","254","254","22.733","22.733","22.733","","","","","","","","","","","","","","","","","",""
"3370868","","","","","","","","","","","","","","","","","","","","","","","","","109","109","109","22.533","22.533","22.533","","","","","",""
"3370911","","","","","","","415","415","415","22.608","22.608","22.608","","","","","","","","","","","","","","","","","","","","","","","",""
"3371093","","","","","","","","","","","","","344","344","344","22.49","22.49","22.49","","","","","","","","","","","","","","","","","",""
"3373013","554","554","554","22.46","22.46","22.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3373130","","","","","","","428","428","428","22.273","22.273","22.273","","","","","","","","","","","","","","","","","","","","","","","",""
"3373657","","","","","","","","","","","","","248","248","248","22.566","22.566","22.566","","","","","","","","","","","","","","","","","",""
"3373974","558","558","558","22.688","22.688","22.688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3374147","","","","","","","","","","","","","253","253","253","22.338","22.338","22.338","","","","","","","","","","","","","","","","","",""
"3374300","","","","","","","422","422","422","22.212","22.212","22.212","","","","","","","","","","","","","","","","","","","","","","","",""
"3374332","","","","","","","","","","","","","249","249","249","22.745","22.745","22.745","","","","","","","","","","","","","","","","","",""
"3374526","","","","","","","","","","","","","251","251","251","22.397","22.397","22.397","","","","","","","","","","","","","","","","","",""
"3375408","366","366","366","22.736","22.736","22.736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3376670","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","22.41","22.41","22.41","","","","","",""
"3377578","","","","","","","","","","","","","245","245","245","22.541","22.541","22.541","","","","","","","","","","","","","","","","","",""
"3378255","","","","","","","","","","","","","255","255","255","22.405","22.405","22.405","","","","","","","","","","","","","","","","","",""
"3378629","","","","","","","","","","","","","","","","","","","151","151","151","22.414","22.414","22.414","","","","","","","","","","","",""
"3379131","","","","","","","416","416","416","22.506","22.506","22.506","","","","","","","","","","","","","","","","","","","","","","","",""
"3379484","555","555","555","22.772","22.772","22.772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3380193","559","559","559","22.594","22.594","22.594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3380792","","","","","","","429","429","429","22.15","22.15","22.15","","","","","","","","","","","","","","","","","","","","","","","",""
"3381078","","","","","","","","","","","","","345","345","345","22.371","22.371","22.371","","","","","","","","","","","","","","","","","",""
"3382209","","","","","","","423","423","423","22.538","22.538","22.538","","","","","","","","","","","","","","","","","","","","","","","",""
"3383217","","","","","","","","","","","","","255","255","255","22.663","22.663","22.663","","","","","","","","","","","","","","","","","",""
"3383277","","","","","","","","","","","","","","","","","","","131","131","131","22.278","22.278","22.278","","","","","","","","","","","",""
"3383477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","22.423","22.423","22.423"
"3384723","367","367","367","22.565","22.565","22.565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3385163","556","556","556","22.728","22.728","22.728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3386147","560","560","560","22.763","22.763","22.763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3387312","","","","","","","","","","","","","254","254","254","22.447","22.447","22.447","","","","","","","","","","","","","","","","","",""
"3387397","","","","","","","","","","","","","249","249","249","22.556","22.556","22.556","","","","","","","","","","","","","","","","","",""
"3387431","","","","","","","417","417","417","22.46","22.46","22.46","","","","","","","","","","","","","","","","","","","","","","","",""
"3388063","","","","","","","","","","","","","250","250","250","22.511","22.511","22.511","","","","","","","","","","","","","","","","","",""
"3388318","","","","","","","","","","","","","252","252","252","22.807","22.807","22.807","","","","","","","","","","","","","","","","","",""
"3388569","","","","","","","430","430","430","22.418","22.418","22.418","","","","","","","","","","","","","","","","","","","","","","","",""
"3390076","","","","","","","424","424","424","22.438","22.438","22.438","","","","","","","","","","","","","","","","","","","","","","","",""
"3390569","","","","","","","","","","","","","","","","","","","169","169","169","22.777","22.777","22.777","","","","","","","","","","","",""
"3391254","557","557","557","22.484","22.484","22.484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3391339","","","","","","","","","","","","","346","346","346","22.364","22.364","22.364","","","","","","","","","","","","","","","","","",""
"3391536","","","","","","","","","","","","","256","256","256","22.477","22.477","22.477","","","","","","","","","","","","","","","","","",""
"3391552","","","","","","","","","","","","","246","246","246","22.323","22.323","22.323","","","","","","","","","","","","","","","","","",""
"3392280","561","561","561","22.569","22.569","22.569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3394199","368","368","368","22.851","22.851","22.851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3395578","","","","","","","418","418","418","22.329","22.329","22.329","","","","","","","","","","","","","","","","","","","","","","","",""
"3396565","","","","","","","431","431","431","22.275","22.275","22.275","","","","","","","","","","","","","","","","","","","","","","","",""
"3396762","","","","","","","","","","","","","256","256","256","22.614","22.614","22.614","","","","","","","","","","","","","","","","","",""
"3397220","558","558","558","22.844","22.844","22.844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3397811","","","","","","","425","425","425","22.481","22.481","22.481","","","","","","","","","","","","","","","","","","","","","","","",""
"3397926","562","562","562","22.644","22.644","22.644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3400290","","","","","","","","","","","","","","","","","","","152","152","152","22.554","22.554","22.554","","","","","","","","","","","",""
"3400691","","","","","","","","","","","","","250","250","250","22.42","22.42","22.42","","","","","","","","","","","","","","","","","",""
"3401091","","","","","","","","","","","","","255","255","255","22.5","22.5","22.5","","","","","","","","","","","","","","","","","",""
"3401621","","","","","","","","","","","","","","","","","","","","","","","","","110","110","110","22.309","22.309","22.309","","","","","",""
"3401767","","","","","","","","","","","","","347","347","347","22.319","22.319","22.319","","","","","","","","","","","","","","","","","",""
"3401957","","","","","","","","","","","","","251","251","251","22.722","22.722","22.722","","","","","","","","","","","","","","","","","",""
"3402558","","","","","","","","","","","","","253","253","253","22.764","22.764","22.764","","","","","","","","","","","","","","","","","",""
"3403344","559","559","559","22.783","22.783","22.783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3403446","","","","","","","419","419","419","22.437","22.437","22.437","","","","","","","","","","","","","","","","","","","","","","","",""
"3403633","369","369","369","22.722","22.722","22.722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3403979","563","563","563","22.749","22.749","22.749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3404228","","","","","","","432","432","432","22.209","22.209","22.209","","","","","","","","","","","","","","","","","","","","","","","",""
"3404697","","","","","","","","","","","","","257","257","257","22.485","22.485","22.485","","","","","","","","","","","","","","","","","",""
"3405740","","","","","","","","","","","","","247","247","247","22.415","22.415","22.415","","","","","","","","","","","","","","","","","",""
"3405976","","","","","","","426","426","426","22.237","22.237","22.237","","","","","","","","","","","","","","","","","","","","","","","",""
"3407550","","","","","","","","","","","","","","","","","","","132","132","132","22.529","22.529","22.529","","","","","","","","","","","",""
"3408469","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","22.514","22.514","22.514","","","","","",""
"3409373","560","560","560","22.647","22.647","22.647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3410247","","","","","","","","","","","","","257","257","257","22.521","22.521","22.521","","","","","","","","","","","","","","","","","",""
"3410273","564","564","564","22.699","22.699","22.699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3410707","","","","","","","","","","","","","","","","","","","170","170","170","22.556","22.556","22.556","","","","","","","","","","","",""
"3411793","","","","","","","420","420","420","22.564","22.564","22.564","","","","","","","","","","","","","","","","","","","","","","","",""
"3411901","","","","","","","","","","","","","348","348","348","22.409","22.409","22.409","","","","","","","","","","","","","","","","","",""
"3412167","","","","","","","433","433","433","22.313","22.313","22.313","","","","","","","","","","","","","","","","","","","","","","","",""
"3412774","370","370","370","22.756","22.756","22.756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3413768","","","","","","","427","427","427","22.394","22.394","22.394","","","","","","","","","","","","","","","","","","","","","","","",""
"3414505","","","","","","","","","","","","","256","256","256","22.517","22.517","22.517","","","","","","","","","","","","","","","","","",""
"3415015","561","561","561","22.617","22.617","22.617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3415101","","","","","","","","","","","","","251","251","251","22.605","22.605","22.605","","","","","","","","","","","","","","","","","",""
"3415969","","","","","","","","","","","","","252","252","252","22.612","22.612","22.612","","","","","","","","","","","","","","","","","",""
"3416474","565","565","565","22.6","22.6","22.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3416658","","","","","","","","","","","","","254","254","254","22.667","22.667","22.667","","","","","","","","","","","","","","","","","",""
"3417714","","","","","","","","","","","","","258","258","258","22.557","22.557","22.557","","","","","","","","","","","","","","","","","",""
"3419004","","","","","","","","","","","","","248","248","248","22.702","22.702","22.702","","","","","","","","","","","","","","","","","",""
"3419526","","","","","","","434","434","434","22.432","22.432","22.432","","","","","","","","","","","","","","","","","","","","","","","",""
"3419789","","","","","","","421","421","421","22.735","22.735","22.735","","","","","","","","","","","","","","","","","","","","","","","",""
"3420103","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","22.271","22.271","22.271","","","","","",""
"3421053","562","562","562","22.24","22.24","22.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3421452","","","","","","","","","","","","","","","","","","","153","153","153","22.541","22.541","22.541","","","","","","","","","","","",""
"3421708","","","","","","","","","","","","","349","349","349","21.963","21.963","21.963","","","","","","","","","","","","","","","","","",""
"3422168","","","","","","","428","428","428","22.292","22.292","22.292","","","","","","","","","","","","","","","","","","","","","","","",""
"3422337","371","371","371","22.703","22.703","22.703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3422811","566","566","566","22.46","22.46","22.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3423660","","","","","","","","","","","","","258","258","258","22.393","22.393","22.393","","","","","","","","","","","","","","","","","",""
"3427273","563","563","563","22.545","22.545","22.545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3427466","","","","","","","435","435","435","22.523","22.523","22.523","","","","","","","","","","","","","","","","","","","","","","","",""
"3427706","","","","","","","","","","","","","257","257","257","22.296","22.296","22.296","","","","","","","","","","","","","","","","","",""
"3428217","","","","","","","422","422","422","22.178","22.178","22.178","","","","","","","","","","","","","","","","","","","","","","","",""
"3428856","567","567","567","22.326","22.326","22.326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3429172","","","","","","","","","","","","","252","252","252","22.551","22.551","22.551","","","","","","","","","","","","","","","","","",""
"3429207","","","","","","","","","","","","","253","253","253","22.452","22.452","22.452","","","","","","","","","","","","","","","","","",""
"3429453","","","","","","","","","","","","","","","","","","","171","171","171","22.493","22.493","22.493","","","","","","","","","","","",""
"3430531","","","","","","","","","","","","","255","255","255","22.811","22.811","22.811","","","","","","","","","","","","","","","","","",""
"3430566","","","","","","","429","429","429","22.424","22.424","22.424","","","","","","","","","","","","","","","","","","","","","","","",""
"3431433","372","372","372","22.627","22.627","22.627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3431523","","","","","","","","","","","","","259","259","259","22.653","22.653","22.653","","","","","","","","","","","","","","","","","",""
"3431656","","","","","","","","","","","","","350","350","350","22.188","22.188","22.188","","","","","","","","","","","","","","","","","",""
"3432199","","","","","","","","","","","","","","","","","","","133","133","133","22.542","22.542","22.542","","","","","","","","","","","",""
"3433106","","","","","","","","","","","","","","","","","","","","","","","","","111","111","111","22.43","22.43","22.43","","","","","",""
"3433451","564","564","564","22.615","22.615","22.615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3433631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","22.335","22.335","22.335"
"3433682","","","","","","","","","","","","","249","249","249","22.582","22.582","22.582","","","","","","","","","","","","","","","","","",""
"3435271","568","568","568","22.774","22.774","22.774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3435372","","","","","","","436","436","436","22.217","22.217","22.217","","","","","","","","","","","","","","","","","","","","","","","",""
"3435579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","22.223","22.223","22.223"
"3436668","","","","","","","423","423","423","22.418","22.418","22.418","","","","","","","","","","","","","","","","","","","","","","","",""
"3437409","","","","","","","","","","","","","259","259","259","22.681","22.681","22.681","","","","","","","","","","","","","","","","","",""
"3438584","","","","","","","430","430","430","22.607","22.607","22.607","","","","","","","","","","","","","","","","","","","","","","","",""
"3439575","565","565","565","22.386","22.386","22.386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3440815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","21.926","21.926","21.926"
"3441137","373","373","373","22.502","22.502","22.502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3441201","","","","","","","","","","","","","258","258","258","22.476","22.476","22.476","","","","","","","","","","","","","","","","","",""
